Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id
6340,Mulino Vecchio delle Gallerie,settlement,Archaic Period,-600,-500,11.02035057,43.20080382,A,0.067327669,F,"Acconcia 2012, 76",286
6341,Il Palazzo,settlement,Archaic Period,-600,-500,11.03101802,43.1978661,A,0.067331341,F,"Acconcia 2012, 76",287
6342,Val di Rosia 1,settlement,Etruscan Period,-600,-50,11.16822518,43.24535646,A,0.067285878,E,"Acconcia 2012, 77",289
6343,Val di Rosia 2,settlement,Etruscan Period,-600,-500,11.17405672,43.23425447,A,0.06729826,F,"Acconcia 2012, 77",290
6344,Borgo Villanuova,settlement,Etruscan Period,-600,-400,11.15404932,43.21054959,A,0.067323153,F,"Acconcia 2012, 77",291
6344,Borgo Villanuova,settlement,Hellenistic,-300,-100,11.15404932,43.21054959,A,0.067323153,F,"Acconcia 2012, 77",291
6345,Frosini 1,settlement,Hellenistic,-300,-100,11.15165507,43.20669657,A,0.067327239,F,"Acconcia 2012, 77",292
6346,Frosini 2,settlement,Archaic Period,-600,-500,11.14738808,43.20733588,A,0.067326341,F,"Acconcia 2012, 77",293
6347,Frosini 3,settlement,Hellenistic,-300,-100,11.14937934,43.20450214,A,0.067329523,F,"Acconcia 2012, 77",294
6348,Poggio al Monte 1,settlement,Archaic Period,-600,-500,11.09736958,43.18908529,A,0.067343901,F,"Acconcia 2012, 77",295
6349,Podere San Magno,settlement,Archaic Period,-600,-500,11.08110764,43.19176422,A,0.06734024,F,"Acconcia 2012, 78",296
6350,Poggio al Monte 1,settlement,Archaic Period,-600,-500,11.09599467,43.18642358,A,0.067346737,F,"Acconcia 2012, 78",297
6351,Poggio al Monte 3,settlement,Archaic Period,-600,-500,11.09232032,43.18588776,A,0.067347152,F,"Acconcia 2012, 78",298
6352,Le Morane,settlement,Hellenistic,-300,-100,11.08928602,43.19081365,A,0.067341649,F,"Acconcia 2012, 78",299
6353,Greppini,settlement,Archaic Period,-600,-500,11.11932083,43.1922482,A,0.067341469,F,"Acconcia 2012, 80",304
6354,Papena IV,settlement,Hellenistic,-300,-100,11.12418045,43.19181613,A,0.067342165,F,"Acconcia 2012, 80",305
6355,Il Caggiolo 1,settlement,Archaic Period,-600,-500,11.12067204,43.18389969,A,0.067350625,F,"Acconcia 2012, 80",306
6356,Il Caggiolo 2,settlement,Archaic Period,-600,-500,11.12509311,43.18620721,A,0.067348317,F,"Acconcia 2012, 80",307
6357,La Battellona,settlement,Archaic Period,-600,-500,11.09800963,43.17699392,A,0.067357099,F,"Acconcia 2012, 80",308
6358,Il Casino 1,settlement,Archaic Period,-600,-500,11.09955048,43.17772862,A,0.06735637,F,"Acconcia 2012, 80",309
6359,Il Casino 1,settlement,Archaic Period,-600,-500,11.1004987,43.17682105,A,0.067357401,F,"Acconcia 2012, 80",311
6359,Il Casino 1,settlement,Hellenistic,-200,-100,11.1004987,43.17682105,A,0.067357401,F,"Acconcia 2012, 80",311
6360,Il Casino 2,settlement,Archaic Period,-600,-500,11.10644877,43.17583568,A,0.067358748,F,"Acconcia 2012, 80",310
6361,Frassini 1,settlement,Archaic Period,-600,-500,11.10512126,43.16831534,A,0.067366875,F,"Acconcia 2012, 80",313
6362,Frassini 2,settlement,Archaic Period,-600,-500,11.10476568,43.16923168,A,0.067365861,F,"Acconcia 2012, 81",314
6363,Fonte al Bonichi 1,settlement,Archaic Period,-600,-500,11.11264775,43.16988002,A,0.06736552,F,"Acconcia 2012, 81",315
6364,Fonte al Bonichi 1,settlement,Archaic Period,-600,-500,11.11094095,43.17077904,A,0.067364462,F,"Acconcia 2012, 81",316
6365,Podere S. Giovanni,settlement,Archaic Period,-600,-500,11.12848299,43.16911928,A,0.067367083,F,"Acconcia 2012, 81",317
6366,Val di Feccia 1,settlement,Archaic Period,-600,-500,11.13365078,43.18009698,A,0.067355371,F,"Acconcia 2012, 81",318
6366,Val di Feccia 1,settlement,Hellenistic,-300,-50,11.13365078,43.18009698,A,0.067355371,F,"Acconcia 2012, 81",318
6367,Val di Feccia 2,settlement,Archaic Period,-600,-500,11.14441305,43.18065002,A,0.067355272,F,"Acconcia 2012, 81",319
6367,Val di Feccia 2,settlement,Hellenistic,-300,-50,11.14441305,43.18065002,A,0.067355272,F,"Acconcia 2012, 81",319
6368,Val di Feccia 3,settlement,Archaic Period,-600,-500,11.15726733,43.18162667,A,0.067354814,F,"Acconcia 2012, 81",320
6369,Val di Feccia 4,settlement,Archaic Period,-600,-500,11.1662754,43.18807389,A,0.067348218,F,"Acconcia 2012, 81",321
6370,Il Casino 5,settlement,Hellenistic,-300,-100,11.10909785,43.17498856,A,0.067359793,F,"Acconcia 2012, 81",322
6371,La Selva 1,settlement,Hellenistic,-300,-100,11.09998903,43.1646583,A,0.06737062,F,"Acconcia 2012, 81",323
6372,La Selva 2,settlement,Hellenistic,-300,-100,11.10558352,43.16676771,A,0.067368582,F,"Acconcia 2012, 81",324
6373,La Poggiarella,settlement,Etruscan Period,-600,-100,11.12206474,43.16612971,A,7.022727171,E,"Acconcia 2012, 82",325-326
6374,Casette 1,settlement,Archaic Period,-650,-600,11.13602132,43.16484979,A,0.067372084,F,"Acconcia 2012, 82",328
6375,Casette 2,settlement,Archaic Period,-600,-500,11.13398265,43.16630217,A,0.067370407,F,"Acconcia 2012, 82",329
6376,Val di rosia 6,settlement,Iron Age,-800,-600,11.15963195,43.26168722,A,0.067267661,F,"Acconcia 2012, 83",335
6376,Val di rosia 6,settlement,Archaic Period,-600,-500,11.15963195,43.26168722,A,0.067267661,F,"Acconcia 2012, 83",335
6377,Val di rosia 7,settlement,Iron Age,-800,-600,11.16333,43.26120385,A,0.067268363,F,"Acconcia 2012, 83",336
6377,Val di rosia 7,settlement,Archaic Period,-600,-500,11.16333,43.26120385,A,0.067268363,F,"Acconcia 2012, 83",336
6378,Val di rosia 8,settlement,Iron Age,-800,-600,11.15953713,43.25878696,A,0.06727082,F,"Acconcia 2012, 83",337
6378,Val di rosia 8,settlement,Archaic Period,-600,-500,11.15953713,43.25878696,A,0.06727082,F,"Acconcia 2012, 83",337
6379,Cetinale,settlement,Iron Age,-800,-700,11.16532126,43.25412553,A,0.067276178,F,"Acconcia 2012, 83",338
6380,Poggio della Pigna,settlement,Archaic Period,-700,-550,11.20558497,43.265113,A,0.067266111,F,"Acconcia 2012, 83",342
6380,Poggio della Pigna,settlement,Hellenistic,-300,-100,11.20558497,43.265113,A,0.067266111,F,"Acconcia 2012, 83",342
6381,Monte Acuto,settlement,Late Bronze Age,-1100,-900,11.20558497,43.23793174,A,0.067295758,F,"Acconcia 2012, 85",346
6381,Monte Acuto,settlement,Archaic Period,-700,-550,11.20558497,43.23793174,A,0.067295758,F,"Acconcia 2012, 85",346
6381,Monte Acuto,settlement,Hellenistic,-300,-100,11.20558497,43.23793174,A,0.067295758,F,"Acconcia 2012, 85",346
6382,Poggio Siena Vecchia,settlement,Archaic Period,-700,-550,11.21288032,43.21876841,A,0.343451545,F,"Acconcia 2012, 85",347
6382,Poggio Siena Vecchia,settlement,Hellenistic,-300,-100,11.21288032,43.21876841,A,0.343451545,F,"Acconcia 2012, 85",347
6383,Rigomorto,settlement,Archaic Period,-700,-550,11.2130107,43.22341526,A,0.343425733,F,"Acconcia 2012, 85",348
6383,Rigomorto,settlement,Hellenistic,-300,-100,11.2130107,43.22341526,A,0.343425733,F,"Acconcia 2012, 85",348
6384,Orgia,settlement,Hellenistic,-300,-100,11.25255139,43.21038878,A,0.343508024,F,"Acconcia 2012, 85",349
6385,La Piana,settlement,Hellenistic,-350,-200,11.24174763,43.30262817,A,0.067226918,F,"Acconcia 2012, 85",338
6386,Campo Muri,settlement,Hellenistic,-300,-100,11.57915325,43.27390753,A,1.18886859,F,"Acconcia 2012, 95",391
6387,Bagnaia 1,settlement,Archaic Period,-600,-500,11.29491896,43.21872654,A,0.067321089,F,"Acconcia 2012, 96",396
6388,Bagnaia 2,settlement,Archaic Period,-600,-500,11.28830514,43.21706809,A,0.067322566,F,"Acconcia 2012, 96",397
6389,Filetta,settlement,Archaic Period,-600,-500,11.28052975,43.20493937,A,0.067335399,F,"Acconcia 2012, 96",398
6389,Filetta,settlement,Etruscan Period,-400,-100,11.28052975,43.20493937,A,0.067335399,F,"Acconcia 2012, 96",398
6390,Murlo,settlement,Etruscan Period,-600,-50,11.38809324,43.16072632,A,1.404371794,E,"Acconcia 2012, 98",416
6391,Castiglione del Bosco,settlement,Archaic Period,-600,-500,11.42323657,43.08509732,A,0.06747325,F,"Acconcia 2012, 114",548
6392,Podere Monticello,settlement,Early Bronze Age,-2300,-1700,12.21287994,42.64989499,A,0.1,E,"Schiappelli 2008, 94",50
6393,Cimitero Vecchio di Chia,settlement,Middle Bronze Age,-1700,-1400,12.27435273,42.47192942,A,0.1,E,"Schiappelli 2008, 96",22
6393,Cimitero Vecchio di Chia,settlement,Archaic Period,-600,-500,12.27435273,42.47192942,A,0.1,E,"Schiappelli 2008, 96",22
6394,La Capriola,settlement,Neolithic,-5000,-3000,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6394,La Capriola,settlement,Eneolithic,-3000,-2300,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6394,La Capriola,settlement,Middle Bronze Age,-1700,-1400,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6394,La Capriola,settlement,Late Bronze Age,-1100,-900,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6394,La Capriola,settlement,Archaic Period,-600,-500,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6394,La Capriola,settlement,Roman Period,-100,500,12.01518538,42.60845162,A,0.454656143,E,"Schiappelli 2008, 98",6
6395,Masseto,settlement,Middle Bronze Age,-1700,-1400,12.20907836,42.64861062,A,1.528281461,C,"Schiappelli 2008, 106",2
6395,Masseto,settlement,Eneolithic,-3000,-2300,12.20900471,42.64855841,A,0.1,F,"Schiappelli 2008, 94",2
6396,Monte Segnale,settlement,Middle Bronze Age,-1700,-1400,12.00596802,42.63392248,A,4.245328176,E,"Schiappelli 2008, 113",42
6397,Poggio di Sermugnano,settlement,Middle Bronze Age,-1700,-1400,12.16570458,42.66278953,A,0.690958967,D,"Schiappelli 2008, 115",1
6397,Poggio di Sermugnano,settlement,Late Bronze Age,-1300,-900,12.16570458,42.66278953,A,0.690958967,D,"Schiappelli 2008, 115",1
6397,Poggio di Sermugnano,settlement,Iron Age,-900,-600,12.16570458,42.66278953,A,0.690958967,D,"Schiappelli 2008, 115",1
6397,Poggio di Sermugnano,settlement,Etruscan Period,-600,-100,12.16642153,42.66260753,A,2.830536899,D,"Schiappelli 2008, 115",1
6397,Poggio di Sermugnano,settlement,Roman Period,-100,500,12.16470029,42.66112307,A,1.601149318,D,"Schiappelli 2008, 115",1
6398,Le Rocchette,settlement,Middle Bronze Age,-1700,-1300,12.12501271,42.58269404,A,4.078586196,D,"Schiappelli 2008, 131",28
6398,Le Rocchette,settlement,Late Bronze Age,-1300,-1000,12.12501271,42.58269404,A,4.078586196,D,"Schiappelli 2008, 131",28
6398,Le Rocchette,settlement,Etruscan Period,-600,-100,12.12501271,42.58269404,A,4.078586196,D,"Schiappelli 2008, 131",28
6398,Le Rocchette,settlement,Roman Period,-100,500,12.12501271,42.58269404,A,4.078586196,D,"Schiappelli 2008, 131",28
6399,Castiglioni,settlement,Middle Bronze Age,-1400,-1300,12.35446525,42.47182546,A,1.65742601,D,"Schiappelli 2008, 145",4
6399,Castiglioni,settlement,Late Bronze Age,-1300,-1000,12.35446525,42.47182546,A,1.65742601,D,"Schiappelli 2008, 145",4
6399,Castiglioni,settlement,Iron Age,-900,-800,12.35446525,42.47182546,A,1.65742601,D,"Schiappelli 2008, 145",4
6399,Castiglioni,settlement,Etruscan Period,-600,-500,12.35446525,42.47182546,A,1.65742601,D,"Schiappelli 2008, 145",4
6399,Castiglioni,settlement,Imperial Period,-30,500,12.35446525,42.47182546,A,1.65742601,D,"Schiappelli 2008, 145",4
6400,La Casaccia,settlement,Middle Bronze Age,-1400,-1300,12.17494567,42.54143013,A,2.177698318,E,"Schiappelli 2008, 149",6
6400,La Casaccia,settlement,Etruscan Period,-600,-100,12.17494567,42.54143013,A,2.177698318,E,"Schiappelli 2008, 149",6
6400,La Casaccia,settlement,Roman Period,-100,500,12.17494567,42.54143013,A,2.177698318,E,"Schiappelli 2008, 149",6
6401,S. Silvestro,settlement,Middle Bronze Age,-1400,-1300,12.16268504,42.48606034,A,2.179578683,C,"Schiappelli 2008, 152",24
6402,Selva di Chia,settlement,Middle Bronze Age,-1400,-1300,12.26440442,42.47028902,A,2.180358906,C,"Schiappelli 2008, 156",23
6403,Fondaccio,settlement,Eneolithic,-3000,-2300,11.96624609,42.53367351,A,10.71493852,D,"Schiappelli 2008, 170",7
6403,Fondaccio,settlement,Middle Bronze Age,-1400,-1300,11.96624609,42.53367351,A,10.71493852,D,"Schiappelli 2008, 170",7
6403,Fondaccio,settlement,Late Bronze Age,-1300,-1000,11.96624609,42.53367351,A,10.71493852,D,"Schiappelli 2008, 170",7
6403,Fondaccio,settlement,Iron Age,-1000,-600,11.96624609,42.53367351,A,10.71493852,D,"Schiappelli 2008, 170",7
6403,Fondaccio,settlement,Etruscan Period,-600,-100,11.96624609,42.53367351,A,10.71493852,D,"Schiappelli 2008, 170",7
6404,Orte,settlement,Middle Bronze Age,-1400,-1300,12.38411595,42.46189704,A,3.823274412,D,"Schiappelli 2008, 174",10
6404,Orte,settlement,Late Bronze Age,-1300,-1000,12.38411595,42.46189704,A,3.823274412,D,"Schiappelli 2008, 174",10
6404,Orte,settlement,Iron Age,-700,-600,12.38411595,42.46189704,A,3.823274412,D,"Schiappelli 2008, 174",10
6404,Orte,settlement,Etruscan Period,-600,-200,12.3852055,42.46050413,A,7.891094573,D,"Schiappelli 2008, 174",10
6404,Orte,settlement,Roman Period,-200,500,12.3852055,42.46050413,A,7.891094573,D,"Schiappelli 2008, 174",10
6405,Civita di Bagnoregio,settlement,Late Bronze Age,-1300,-1000,12.11368194,42.62787838,A,2.063508375,D,"Schiappelli 2008, 185",13
6405,Civita di Bagnoregio,settlement,Iron Age,-1000,-600,12.11368194,42.62787838,A,2.063508375,D,"Schiappelli 2008, 185",13
6405,Civita di Bagnoregio,settlement,Archaic Period,-600,-500,12.11368194,42.62787838,A,2.063508375,D,"Schiappelli 2008, 185",13
6406,Casale Marcello,settlement,Late Bronze Age,-1100,-900,11.97324749,42.53321879,A,1.064963901,C,"Schiappelli 2008, 191",20
6407,Cornos,settlement,Eneolithic,-3000,-2300,11.95548656,42.53413986,A,6.702543932,D,"Schiappelli 2008, 193",20
6407,Cornos,settlement,Late Bronze Age,-1100,-900,11.95548656,42.53413986,A,6.702543932,D,"Schiappelli 2008, 193",20
6407,Cornos,settlement,Roman Period,-100,500,11.95548656,42.53413986,A,6.702543932,D,"Schiappelli 2008, 193",20
6408,Rocca Sberna,settlement,Eneolithic,-3000,-2300,12.16617713,42.69877461,A,1.062376902,E,"Schiappelli 2008, 196",20
6408,Rocca Sberna,settlement,Late Bronze Age,-1100,-900,12.16617713,42.69877461,A,1.062376902,E,"Schiappelli 2008, 196",20
6408,Rocca Sberna,settlement,Archaic Period,-600,-500,12.16617713,42.69877461,A,1.062376902,E,"Schiappelli 2008, 196",20
6408,Rocca Sberna,settlement,Roman Period,-100,500,12.16617713,42.69877461,A,1.062376902,E,"Schiappelli 2008, 196",20
6409,Vitorchiano,settlement,Late Bronze Age,-1100,-900,12.17453569,42.47007383,A,2.778278868,D,"Schiappelli 2008, 200",36
6409,Vitorchiano,settlement,Etruscan Period,-600,-100,12.17453569,42.47007383,A,2.778278868,D,"Schiappelli 2008, 200",36
6410,Montefiascone-Rocca,settlement,Late Bronze Age,-1100,-900,12.02884359,42.53682202,A,5.412260725,D,"Schiappelli 2008, 202",14
6410,Montefiascone-Rocca,settlement,Iron Age,-900,-600,12.02884359,42.53682202,A,5.412260725,D,"Schiappelli 2008, 202",14
6410,Montefiascone-Rocca,settlement,Archaic Period,-600,-500,12.02884359,42.53682202,A,5.412260725,D,"Schiappelli 2008, 202",14
6411,Castellonchio,settlement,Eneolithic,-3000,-2300,12.19575742,42.69194109,A,0.390191693,D,"Schiappelli 2008, 204",12
6411,Castellonchio,settlement,Late Bronze Age,-1100,-900,12.19575742,42.69194109,A,0.390191693,D,"Schiappelli 2008, 204",12
6411,Castellonchio,settlement,Iron Age,-900,-600,12.19575742,42.69194109,A,0.390191693,D,"Schiappelli 2008, 204",12
6411,Castellonchio,settlement,Etruscan Period,-400,-250,12.18979963,42.69011071,A,43.08465519,B,"Schiappelli 2008, 204",12
6412,Grancaro,settlement,Early Bronze Age,-2000,-1700,11.99687108,42.59229534,A,0.844098572,E,"Schiappelli 2008, 210",19
6412,Grancaro,settlement,Late Bronze Age,-1300,-1000,11.99687108,42.59229534,A,0.844098572,E,"Schiappelli 2008, 210",19
6412,Grancaro,settlement,Iron Age,-1000,-800,11.99687108,42.59229534,A,0.844098572,E,"Schiappelli 2008, 210",19
6413,Civita d'Arlena,settlement,Iron Age,-900,-600,12.00866746,42.60242932,A,3.03943285,D,"Schiappelli 2008, 231",18
6413,Civita d'Arlena,settlement,Etruscan Period,-350,-250,12.00866746,42.60242932,A,3.03943285,D,"Schiappelli 2008, 231",18
6414,Acquarossa,settlement,Eneolithic,-3000,-2300,12.12290813,42.47825721,A,1.452229737,D,"Schiappelli 2008, 235",40
6414,Acquarossa,settlement,Iron Age,-700,-600,12.12290813,42.47825721,A,1.452229737,D,"Schiappelli 2008, 235",40
6415,Poggio della Penna,settlement,Iron Age,-700,-600,12.21721197,42.55089844,A,0.226533338,E,"Schiappelli 2008, 238",34
6416,San Salvatore-Piantorena,settlement,Etruscan Period,-600,-200,12.21070975,42.55206095,A,2.589806204,D,"Schiappelli 2008, 240",37
6416,San Salvatore-Piantorena,settlement,Roman Period,-200,500,12.21070975,42.55206095,A,2.589806204,D,"Schiappelli 2008, 240",37
6417,Casale della Colonna,settlement,Bronze Age,-2300,-1000,12.22211622,42.49881302,A,0.345287568,E,"Schiappelli 2008, 243",3
6417,Casale della Colonna,settlement,Iron Age,-1000,-600,12.22211622,42.49881302,A,0.345287568,E,"Schiappelli 2008, 243",3
6417,Casale della Colonna,settlement,Etruscan Period,-400,-200,12.22211622,42.49881302,A,0.345287568,E,"Schiappelli 2008, 243",3
6418,Scorcoli-Campo Mancini,settlement,Roman Period,-200,500,12.21093416,42.51579257,A,2.459108967,D,"Schiappelli 2008, 245",31
6419,Scorcoli-Uliveto,settlement,Eneolithic,-3000,-2300,12.20268178,42.51251439,A,0.5,E,"Schiappelli 2008, 247",32
6419,Scorcoli-Uliveto,settlement,Roman Period,-200,500,12.20268178,42.51251439,A,0.5,E,"Schiappelli 2008, 247",32
6420,Cerveteri (Caere),settlement,Iron Age,-900,-700,12.1101644,42.00350198,A,13.1362707,B,"Rendeli 1993, 287",
6420,Cerveteri (Caere),settlement,Archaic Period,-700,-500,12.10783544,42.00099735,A,162.2794544,B,"Rendeli 1993, 291",
6421,S. Bernardino,settlement,Etruscan Period,-400,-100,12.37856319,42.45376042,A,0.440719414,D,"Nardi 1980, 57",7
6421,S. Bernardino,settlement,Roman Period,-100,500,12.37856319,42.45376042,A,0.440719414,D,"Nardi 1980, 57",7
6422,Piscina,settlement,Hellenistic,-400,-50,12.34673705,42.45440666,A,0.672040356,D,"Nardi 1980, 63",20
6422,Piscina,settlement,Imperial Period,-50,500,12.34673705,42.45440666,A,0.672040356,D,"Nardi 1980, 63",20
6423,Poggio del Capitano,settlement,Imperial Period,-50,500,12.34163711,42.44919087,A,0.502973386,D,"Nardi 1980, 65",25
6424,Campo dei Morti,settlement,Hellenistic,-400,-50,12.38416774,42.4346355,A,0.972681825,D,"Nardi 1980, 89",81
6424,Campo dei Morti,settlement,Imperial Period,-50,500,12.38416774,42.4346355,A,0.972681825,D,"Nardi 1980, 89",81
6425,Bagnolo,settlement (villa),Roman Period,-200,500,12.38392842,42.41229463,A,0.588656493,D,"Nardi 1980, 96",99
6426,Fosso dei Tre Confini,settlement,Imperial Period,-50,500,12.38583966,42.39848634,A,0.553010621,D,"Nardi 1980, 97",109
6427,Castelluccio,settlement,Hellenistic,-400,-50,12.39146289,42.40159585,A,0.479447091,D,"Nardi 1980, 98",110
6428,Castelluccio,settlement,Hellenistic,-400,-50,12.39488338,42.40377821,A,0.426421615,D,"Nardi 1980, 99",112
6428,Castelluccio,settlement,Imperial Period,-50,500,12.39488338,42.40377821,A,0.426421615,D,"Nardi 1980, 99",112
6429,Fosso Cupo,settlement,Imperial Period,-50,500,12.40007765,42.39465933,A,0.547196772,D,"Nardi 1980, 100",117
6430,Macchia Tonda,settlement,Imperial Period,-50,500,12.40199176,42.41066183,A,0.682131163,D,"Nardi 1980, 101",123
6431,Macchia di Ruffo,settlement,Hellenistic,-400,-50,12.41481461,42.40934962,A,0.514285973,D,"Nardi 1980, 103",130
6431,Macchia di Ruffo,settlement,Imperial Period,-50,500,12.41481461,42.40934962,A,0.514285973,D,"Nardi 1980, 103",130
6432,Postiglione,settlement,Hellenistic,-400,-50,12.31152688,42.48294184,A,0.217297282,D,"Nardi 1980, 114",160
6432,Postiglione,settlement,Imperial Period,-50,500,12.31152688,42.48294184,A,0.217297282,D,"Nardi 1980, 114",160
6433,Cataluccio,settlement,Hellenistic,-400,-50,12.40183476,42.48581689,A,0.345556932,D,"Nardi 1980, 134",190
6434,Origliano,settlement,Imperial Period,-50,500,12.40598404,42.49573168,A,0.24393606,D,"Nardi 1980, 134",192
6435,Rio Grande,settlement (villa),Roman Period,-200,500,12.35398188,42.47581224,A,0.418985059,D,"Nardi 1980, 136",195
6436,Colduano,settlement (villa),Roman Period,-200,500,12.39111635,42.50583375,A,0.41652014,D,"Nardi 1980, 139",200c
6437,Aquilano,settlement,Roman Period,-200,500,12.41150256,42.53098182,A,0.327281544,D,"Nardi 1980, 140",200j
6438,S. Angelo,settlement,Roman Period,-200,500,12.41966285,42.53288922,A,0.561647435,D,"Nardi 1980, 141",200i
6439,Monte delle Fate,settlement,Neolithic Period,-5000,-3000,12.05081032,42.06368108,A,0.1,F,"Nardi 1988, 66",4
6440,Forchetta del Sasso,settlement,Late Bronze Age,-1100,-900,12.05133184,42.05734516,A,0.1,F,"Nardi 1988, 66",6
6441,Monte Santo,settlement,Late Bronze Age,-1100,-900,12.05081032,42.04717032,A,0.1,F,"Nardi 1988, 66",10
6441,Monte Santo,settlement,Archaic Period,-700,-500,12.05081032,42.04717032,A,0.1,F,"Nardi 1988, 66",10
6442,Monte dei Pozzi,settlement (villa),Roman Period,-600,-200,12.0216052,42.03857927,A,0.1,F,"Nardi 1988, 67",14
6443,Monte Bischero,settlement,Archaic Period,-700,-500,12.01020288,42.02752129,A,0.1,F,"Nardi 1988, 67",15
6444,Monte della Ginestra,settlement (villa),Roman Period,-200,500,12.04596848,42.0264912,A,0.2,F,"Nardi 1988, 67",20
6445,Montetosto Alto,settlement,Late Bronze Age,-1100,-900,12.05137333,42.02916776,A,0.1,F,"Nardi 1988, 67",21
6445,Montetosto Alto,settlement,Iron Age,-900,-800,12.05137333,42.02916776,A,0.1,F,"Nardi 1988, 67",21
6446,Monte Tosto,settlement,Archaic Period,-700,-500,12.05839014,42.03446765,A,0.1,F,"Nardi 1988, 67",23
6447,Monte Fontana,settlement,Etruscan Period,-600,-200,12.07832642,42.06241668,A,0.1,F,"Nardi 1988, 67",26a
6447,Monte Fontana,settlement,Roman Period,-200,500,12.07832642,42.06241668,A,0.1,F,"Nardi 1988, 67",26a
6448,Monte Fontana,settlement,Roman Period,-200,500,12.0791087,42.05664386,A,0.1,F,"Nardi 1988, 67",26b
6448,Monte Fontana,settlement,Etruscan Period,-600,-200,12.07906129,42.05664386,A,0.1,F,"Nardi 1988, 67",26b
6449,Vaccareccia,settlement,Archaic Period,-700,-500,12.08074438,42.06915596,A,0.1,F,"Nardi 1988, 67",27
6450,Monte Paparano,settlement,Archaic Period,-700,-500,12.09634257,42.06124505,A,0.1,F,"Nardi 1988, 67",28
6451,Riserva Baccala',settlement,Etruscan Period,-600,-200,12.09826271,42.06233621,A,0.1,F,"Nardi 1988, 67",31
6452,Pianacce,settlement,Etruscan Period,-600,-200,12.09314233,42.04883549,A,0.1,F,"Nardi 1988, 70",33
6452,Pianacce,settlement,Roman Period,-200,500,12.09314233,42.04883549,A,0.1,F,"Nardi 1988, 70",33
6453,Monte Puglia,settlement,Etruscan Period,-600,-200,12.09984754,42.05324449,A,0.5,F,"Nardi 1988, 70",34
6453,Monte Puglia,settlement,Etruscan Period,-200,500,12.09984754,42.05324449,A,0.5,F,"Nardi 1988, 70",34
6454,Monte Capareccia,settlement,Etruscan Period,-600,-200,12.10369126,42.04494509,A,0.1,F,"Nardi 1988, 70",35
6455,Monte Rastello,settlement,Archaic Period,-600,-500,12.11175111,42.04864186,A,0.1,F,"Nardi 1988, 70",37
6456,Bucacce,settlement,Archaic Period,-600,-500,12.08574623,42.04258587,A,0.1,F,"Nardi 1988, 70",38
6457,Bucacce,settlement,Etruscan Period,-600,-200,12.08906499,42.04124789,A,0.1,F,"Nardi 1988, 70",39
6458,Monte Vittoria,settlement,Archaic Period,-700,-500,12.09579734,42.03855424,A,0.1,F,"Nardi 1988, 70",40
6459,Monte Lungo,settlement,Archaic Period,-700,-500,12.11314973,42.03820213,A,0.1,F,"Nardi 1988, 70",41
6460,Pianciano,settlement,Etruscan Period,-600,-200,12.14211779,42.06541666,A,0.1,F,"Nardi 1988, 70",47
6460,Pianciano,settlement,Roman Period,-200,500,12.14211779,42.06541666,A,0.1,F,"Nardi 1988, 70",47
6461,Cerquabella,settlement (villa),Roman Period,-200,500,12.15095649,42.05227637,A,0.5,F,"Nardi 1988, 71",52
6462,Monte Muracciolo,settlement (villa),Roman Period,-200,500,12.17830073,42.0479373,A,0.3,F,"Nardi 1988, 71",53
6463,Monte Muracciolo,settlement (villa),Roman Period,-200,500,12.17889336,42.05138746,A,0.3,F,"Nardi 1988, 71",53
6464,Monte Muracciolo,settlement (villa),Roman Period,-200,500,12.17758956,42.04353632,A,0.3,F,"Nardi 1988, 71",53
6465,Monte Muracciolo,settlement (villa),Roman Period,-200,500,12.17693766,42.0367626,A,0.3,F,"Nardi 1988, 71",53
6466,Poggio Ponte Coperto,settlement,Etruscan Period,-600,-200,12.15808934,42.03984808,A,0.1,F,"Nardi 1988, 71",60
6467,Monte dell'Oro-Ponte Coperto,settlement (villa),Roman Period,-200,500,12.16221409,42.02468789,A,0.3,F,"Nardi 1988, 71",63
6468,Casaletti,settlement (villa),Roman Period,-200,500,12.17081917,42.02643562,A,0.1,F,"Nardi 1988, 71",64
6469,Riserva Le Caselle,settlement,Roman Period,-200,500,12.15269635,42.0146618,A,0.3,F,"Nardi 1988, 71",66
6470,Tre Confini,settlement,Etruscan Period,-600,-200,12.19588768,42.00282652,A,0.3,F,"Nardi 1988, 72",69
6471,Le Capanne,settlement (villa),Roman Period,-200,500,12.16865012,42.00016946,A,0.3,F,"Nardi 1988, 72",70
6472,Ceri,settlement,Etruscan Period,-800,-500,12.15344556,41.99497193,A,0.5,F,"Nardi 1988, 72",72
6472,Ceri,settlement,Roman Period,-200,500,12.15344556,41.99497193,A,0.5,F,"Nardi 1988, 72",72
6473,Il Pigno di Ceri,settlement,Archaic Period,-700,-500,12.15762709,41.99225903,A,0.3,F,"Nardi 1988, 72",74
6473,Il Pigno di Ceri,settlement,Roman Period,-100,500,12.15762709,41.99225903,A,0.3,F,"Nardi 1988, 72",74
